Delivery Method,Area Codes,Area Name,Region,Rural,Rural Charge
Shipping -  Wellington,5258,Waikanae,Wellington,FALSE,0
Shipping -  Wellington,5542,Pukerua Bay,Wellington,FALSE,0
Shipping -  Wellington,5543,Reikorangi,Wellington,FALSE,0
Shipping -  Wellington,5544,Levin,Wellington,FALSE,0
Shipping -  Wellington,5740,Te Horo,Wellington,FALSE,0
Shipping -  Wellington,5741,Ohau,Wellington,FALSE,0
Shipping -  Wellington,5742,Levin,Wellington,FALSE,0
Shipping -  Wellington,5743,Waitarere,Wellington,FALSE,0
Shipping -  Wellington,5840,Pirinoa,Wellington,FALSE,0
Shipping -  Wellington,5842,Cross Creek,Wellington,FALSE,0
Shipping -  Wellington,6140,Crofton Downs,Wellington,FALSE,0
Shipping -  Wellington,6141,Kaiwharawhara,Wellington,FALSE,0
Shipping -  Wellington,6142,Khandallah,Wellington,FALSE,0
Shipping -  Wellington,6143,Ngaio,Wellington,FALSE,0
Shipping -  Wellington,6144,Ngauranga,Wellington,FALSE,0
Shipping -  Wellington,6145,Pipitea,Wellington,FALSE,0
Shipping -  Wellington,6146,Churton Park,Wellington,FALSE,0
Shipping -  Wellington,6147,Glenside,Wellington,FALSE,0
Shipping -  Wellington,6148,Grenada Village,Wellington,FALSE,0
Shipping -  Wellington,6149,Johnsonville,Wellington,FALSE,0
Shipping -  Wellington,6150,Newlands,Wellington,FALSE,0
Shipping -  Wellington,6160,Ohariu,Wellington,FALSE,0
Shipping -  Wellington,6241,Paparangi,Wellington,FALSE,0
Shipping -  Wellington,6242,Woodridge,Wellington,FALSE,0
Shipping -  Wellington,6243,Mount Victoria,Wellington,FALSE,0
Shipping -  Wellington,6244,Mount Victoria,Wellington,FALSE,0
Shipping -  Wellington,6440,Mount Victoria,Wellington,FALSE,0
Shipping -  Wellington,6441,Kelburn,Wellington,FALSE,0
Shipping -  Wellington,6442,Kaiwharawhara,Wellington,FALSE,0
Shipping -  Wellington,6443,Kelburn,Wellington,FALSE,0
Shipping -  Wellington,6021,Brooklyn,Wellington,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7481,Amberley,Canterbury,TRUE,39
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7482,Waipara,Canterbury,TRUE,39
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7483,Omihi,Canterbury,TRUE,39
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7771,Staveley,Canterbury,TRUE,39
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7773,Hinds,Canterbury,TRUE,39
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7775,Lismore,Canterbury,TRUE,39
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7984,Mawaro,Canterbury,TRUE,39
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7381,Spotswood,Canterbury,TRUE,39
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7382,Ethelton,Canterbury,TRUE,39
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7383,Domett,Canterbury,TRUE,39
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7384,Hawkeswood,Canterbury,TRUE,39
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7671,Aylesbury,Christchurch,TRUE,39
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7675,Rolleston,Canterbury,TRUE,39
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7673,Whitecliffs,Canterbury,TRUE,39
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7391,Rotherham,Canterbury,TRUE,39
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7571,Hawkins,Christchurch,TRUE,39
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7572,Lake Coleridge,Canterbury,TRUE,39
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7987,Waikarua,Canterbury,TRUE,39
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7991,Te Moana,Canterbury,TRUE,39
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7992,Arundel,Canterbury,TRUE,39
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7387,Tormore,Canterbury,TRUE,39
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7385,Masons Flat,Canterbury,TRUE,39
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7691,Flaxton,Canterbury,TRUE,39
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7692,Wetheral,Christchurch,TRUE,39
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7371,Langridge,Canterbury,TRUE,39
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7374,Goose Bay,Canterbury,TRUE,39
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7373,Charwell Forks,Canterbury,TRUE,39
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",9498,Kaingapai,Canterbury,TRUE,39
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7682,Dunsandel,Canterbury,TRUE,39
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7683,Southbridge,Canterbury,TRUE,39
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7791,Lake Coleridge,Canterbury,TRUE,39
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",9491,Tokarahi,Canterbury,TRUE,39
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7495,Oxford,Canterbury,TRUE,39
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7990,Sherwood Downs,Canterbury,TRUE,39
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7983,Sutherlands,Canterbury,TRUE,39
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7781,Dorie,Canterbury,TRUE,39
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7782,Highbank,Canterbury,TRUE,39
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7783,Te Pirita,Canterbury,TRUE,39
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7784,Somerton,Canterbury,TRUE,39
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7471,West Eyreton,Canterbury,TRUE,39
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7472,North Loburn,Canterbury,TRUE,39
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7473,Waikuku,Canterbury,TRUE,39
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7379,Waiau,Canterbury,TRUE,39
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7580,Craigieburn,Canterbury,TRUE,39
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7681,Springfield,Canterbury,TRUE,39
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7988,Esk Valley,Canterbury,TRUE,39
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7986,Orton,Canterbury,TRUE,39
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7971,Esk Valley,Canterbury,TRUE,39
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7972,Southburn,Canterbury,TRUE,39
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7974,Claremont,Canterbury,TRUE,39
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7395,Hanmer Springs,Canterbury,TRUE,39
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7491,Waikari,Canterbury,TRUE,39
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7300,Kaikoura,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7310,Cheviot,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7332,Waiau,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7400,Bells,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7402,Waikuku,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7410,Amberley,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7420,Waikari,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7430,Oxford,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7500,Sheffield,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7510,Darfield,Christchurch,TRUE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7600,Burnham,Canterbury,TRUE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7602,Southbridge,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7610,Tuahiwi,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7614,Rolleston,Christchurch,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7616,Springston,Canterbury,TRUE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7630,Camside,Canterbury,TRUE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7632,Leeston,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7710,Rakaia,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7730,Methven,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7901,Ben Ohau,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7903,Pleasant Point,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7912,Kingsdown,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7925,Fairlie,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7930,Denfield,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",9412,Berwen,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",9435,Aviemore,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7260,Kekerengu,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7340,Kaikoura Suburban,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7341,Cheviot,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7343,Waiau,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7345,Culverden,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7348,Hawarden,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7360,Hanmer Springs,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7440,Bells,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7441,Amberley,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7442,Waikari,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7443,Oxford,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7444,Cust,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7445,Sefton,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7446,Leithfield,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7447,Waipara,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7448,Waikuku Beach,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7474,North Loburn,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7540,Sheffield,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7541,Darfield,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7542,Akaroa,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7543,Kirwee,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7544,Hororata,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7545,Duvauchelle,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7546,Little River,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7548,Doyleston,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7640,Lincoln,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7641,Woodend,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7642,Southbridge,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7643,Rolleston,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7644,Kaiapoi,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7645,Tai Tapu,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7646,Coalgate,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7647,Lincoln,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7649,Springfield,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7656,Leeston,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7657,Dunsandel,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7740,Hampstead,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7741,Tinwald,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7742,Allenton,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7743,Rakaia,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7745,Methven,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7746,Mount Somers,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7747,Hinds,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7748,Mayfield,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7940,Timaru,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7941,Puhuka,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7942,Parkside,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7943,Kensington,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7944,Twizel,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7945,Lake Tekapo,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7946,Glentanner,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7947,Pleasant Point,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7948,Temuka,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7949,Fairlie,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7956,Geraldine,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7957,Cave,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7958,Winchester,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7960,Waimate,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7982,Hazelburn,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",7999,Ben Ohau,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",8140,Christchurch,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",8141,Christchurch,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",8142,Christchurch,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",8143,Saint Albans,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",8144,Christchurch,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",8145,Opawa,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",8146,Saint Albans,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",8147,Linwood,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",8148,Avonside,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",8149,Spreydon,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",8240,Sydenham,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",8241,Woolston,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",8242,Beckenham,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",8243,Spreydon,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",8244,Somerfield,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",8245,Halswell,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",8246,Hillsborough,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",8247,Mount Pleasant,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",8440,Riccarton,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",8441,Hornby,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",8442,Upper Riccarton,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",8443,Wigram,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",8444,Ilam,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",8445,Templeton,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",8540,Fendalton,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",8542,Papanui,Canterbury,FALSE,0
